Frame,Estado,Angulo_Joelho_Esquerdo,Angulo_Joelho_Direito,Angulo_Tornozelo_Esquerdo,Angulo_Tornozelo_Direito,Distancia_Pes_Px,Distancia_Ombros_Px,Ombro_Esquerdo_Y_Px,Ombro_Direito_Y_Px,Quadril_Esquerdo_Y_Px,Quadril_Direito_Y_Px
764,0,176.38,174.06,155.78,156.89,61.00,47.00,145,146,214,215
765,0,176.42,174.52,155.82,157.73,61.00,47.00,145,146,214,214
766,0,176.31,174.79,155.91,158.25,61.00,48.00,145,146,214,215
767,0,176.31,175.24,155.95,158.07,61.00,48.00,145,146,214,215
768,0,176.37,175.49,155.95,157.99,62.00,48.00,145,146,215,215
769,0,176.43,175.58,155.97,157.94,62.00,48.00,145,146,215,215
770,0,176.40,175.66,156.07,157.81,62.00,48.00,145,146,215,215
771,0,176.34,175.66,156.15,157.64,62.00,47.00,145,146,215,215
772,0,176.30,175.55,156.24,157.68,62.00,48.00,145,146,215,215
773,0,176.26,175.43,156.25,157.68,62.00,48.00,145,146,215,215
774,0,176.03,175.38,156.36,157.70,62.00,48.00,145,146,215,215
775,0,175.43,175.31,156.53,157.59,62.00,48.00,145,146,215,215
776,0,174.66,174.72,156.60,157.67,61.00,48.00,146,147,215,215
777,0,173.31,173.84,157.11,157.72,61.00,48.00,146,148,216,217
778,0,172.16,172.88,157.32,157.67,61.00,48.00,148,149,217,218
779,0,171.33,171.79,157.33,158.13,61.00,48.00,149,151,218,219
780,0,169.96,170.55,157.69,158.56,61.00,48.00,150,153,219,221
781,0,168.47,169.36,158.02,158.72,61.00,48.00,153,156,221,223
782,0,166.29,168.23,158.84,158.86,61.00,48.00,156,158,222,224
783,0,164.78,166.26,159.26,159.94,61.00,48.00,158,159,223,224
784,1,161.90,163.86,160.16,160.88,61.00,48.00,162,162,225,226
785,1,159.99,162.33,159.95,160.86,62.00,47.00,165,165,227,228
786,1,158.46,159.52,160.09,161.09,62.00,47.00,168,168,230,230
787,1,156.02,157.36,159.82,161.38,62.00,47.00,171,171,232,232
788,1,154.23,155.87,159.89,161.66,62.00,47.00,175,175,234,234
789,1,153.10,154.23,159.40,162.06,62.00,47.00,178,178,235,236
790,1,151.92,152.94,159.10,162.31,62.00,47.00,181,180,238,238
791,1,150.20,151.28,159.26,162.05,62.00,47.00,184,183,240,240
792,1,148.45,148.74,158.58,162.56,62.00,47.00,187,186,242,242
793,1,146.76,146.56,158.69,163.95,62.00,47.00,190,189,245,245
794,1,144.41,144.01,158.71,164.44,62.00,48.00,193,192,247,247
795,1,142.26,141.69,159.12,163.95,62.00,48.00,196,195,249,249
796,1,139.69,139.41,159.34,164.10,62.00,48.00,198,197,251,251
797,1,136.60,136.51,159.75,163.10,62.00,48.00,201,200,253,253
798,1,133.34,133.49,159.43,161.50,62.00,48.00,203,203,255,256
799,1,130.94,130.39,158.66,160.97,62.00,49.00,205,205,257,258
800,1,127.58,126.71,158.66,161.49,61.00,49.00,207,207,259,259
801,1,125.98,124.63,158.65,162.59,61.00,49.00,209,209,261,261
802,1,122.39,121.05,158.64,164.11,61.00,49.00,212,212,263,263
803,2,120.90,118.81,159.63,164.64,61.00,49.00,213,214,265,265
804,2,117.65,116.04,161.19,164.75,61.00,49.00,214,215,266,266
805,2,114.47,113.41,161.58,165.24,61.00,49.00,215,216,267,268
806,2,111.24,110.28,161.28,166.07,61.00,49.00,216,218,268,269
807,2,109.08,109.11,161.02,165.40,61.00,49.00,217,219,269,270
808,2,104.19,104.32,160.23,165.23,61.00,49.00,219,220,271,272
809,2,98.10,99.05,159.25,165.04,61.00,49.00,220,221,273,274
810,2,97.17,96.13,158.07,164.31,61.00,49.00,221,222,273,274
811,2,96.31,93.46,157.72,164.30,61.00,49.00,221,222,274,275
812,2,94.81,90.92,157.62,163.94,61.00,49.00,220,221,274,276
813,2,94.30,88.74,157.70,164.11,61.00,49.00,221,221,275,276
814,2,95.85,89.45,157.69,164.49,61.00,47.00,221,221,275,276
815,2,96.02,89.06,157.69,164.83,61.00,47.00,221,221,275,276
816,2,96.07,89.35,157.81,165.18,61.00,47.00,221,221,275,276
817,2,96.30,90.19,158.05,165.50,61.00,47.00,221,221,275,276
818,2,96.45,90.69,158.17,165.82,61.00,47.00,221,221,275,276
819,2,96.66,91.20,158.20,165.92,61.00,47.00,221,221,275,276
820,2,96.75,91.68,158.13,165.96,61.00,47.00,221,221,275,276
821,2,96.73,92.19,158.09,166.01,61.00,47.00,221,221,275,276
822,2,96.63,92.49,158.07,166.07,61.00,47.00,221,221,275,276
823,2,96.47,92.61,158.16,166.15,61.00,47.00,221,221,275,276
824,2,96.33,92.71,158.25,166.21,61.00,47.00,221,221,275,276
825,2,96.33,92.75,158.30,166.23,61.00,47.00,221,221,275,276
826,2,96.39,92.77,158.38,166.26,61.00,47.00,221,221,275,276
827,2,96.45,92.86,158.48,166.24,61.00,47.00,221,221,275,276
828,2,96.48,92.83,158.57,166.24,61.00,47.00,221,221,275,276
829,2,96.33,92.67,158.66,166.14,61.00,47.00,221,221,275,276
830,2,96.08,92.61,158.74,166.08,61.00,47.00,221,221,275,276
831,2,95.98,92.52,158.80,165.99,61.00,47.00,221,221,275,276
832,2,95.77,92.70,158.90,165.92,61.00,47.00,221,221,275,276
833,2,95.73,93.07,158.88,165.99,61.00,48.00,220,221,275,276
834,2,96.31,94.07,158.98,165.97,61.00,48.00,220,221,275,275
835,2,96.43,94.94,159.11,166.08,61.00,47.00,220,220,274,275
836,2,97.53,96.46,159.34,166.12,61.00,47.00,220,219,274,275
837,2,98.58,96.55,159.16,165.88,61.00,48.00,220,219,274,274
838,2,100.56,97.20,159.08,165.93,61.00,48.00,219,218,273,274
839,2,100.12,95.93,158.95,165.75,61.00,48.00,219,218,273,274
840,2,99.21,93.94,158.79,165.30,60.00,48.00,218,218,273,274
841,2,98.47,92.54,158.72,165.25,60.00,48.00,217,218,273,274
842,2,98.65,91.83,158.64,165.29,60.00,48.00,217,218,273,274
843,2,99.05,92.04,158.65,165.55,60.00,48.00,216,218,273,274
844,2,101.38,95.22,158.65,165.75,60.00,48.00,216,218,272,273
845,2,104.89,98.94,158.56,165.67,60.00,48.00,217,218,271,271
846,2,105.47,99.90,158.50,166.10,60.00,48.00,217,218,270,271
847,2,107.09,100.85,157.82,165.95,60.00,47.00,217,219,270,271
848,2,107.57,99.99,156.68,165.52,59.00,47.00,217,219,270,271
849,2,107.55,98.74,156.04,165.60,59.00,48.00,217,219,270,271
850,2,106.93,98.06,155.76,164.86,59.00,47.00,218,219,270,271
851,2,107.09,97.60,155.37,163.89,59.00,47.00,218,220,270,271
852,2,106.86,97.36,155.18,163.29,59.00,47.00,219,220,271,271
853,2,106.93,97.61,155.16,162.98,59.00,46.00,219,220,271,271
854,2,105.83,96.93,154.99,162.93,59.00,46.00,219,221,271,272
855,2,105.29,96.40,155.10,162.42,59.00,46.00,219,222,271,272
856,2,104.70,94.97,155.19,162.45,59.00,46.00,219,222,272,273
857,2,104.03,93.93,154.78,163.00,59.00,46.00,220,223,272,273
858,2,103.27,93.38,154.54,162.96,59.00,46.00,220,225,272,274
859,2,102.70,92.57,154.22,162.79,59.00,46.00,221,225,273,274
860,2,102.37,92.75,154.51,162.75,58.00,46.00,221,225,273,274
861,2,102.32,92.83,154.71,162.70,58.00,46.00,221,225,273,274
862,2,102.73,93.60,155.00,162.34,58.00,46.00,221,225,272,274
863,2,105.06,95.74,154.78,162.06,58.00,46.00,220,225,272,273
864,2,105.34,97.84,154.73,161.94,58.00,46.00,220,224,271,272
865,2,109.75,104.14,155.54,161.35,58.00,46.00,219,222,268,269
866,2,112.15,106.62,156.18,161.14,59.00,46.00,218,221,267,268
867,2,114.69,109.99,155.40,159.89,58.00,47.00,217,220,266,267
868,2,117.95,116.30,154.72,159.15,59.00,47.00,216,219,263,264
869,1,121.72,119.90,153.50,158.00,59.00,47.00,214,217,261,262
870,1,128.76,126.56,154.56,159.49,59.00,48.00,212,215,257,258
871,1,130.24,128.70,153.98,159.56,59.00,48.00,210,213,256,257
872,1,132.44,131.83,153.22,159.38,59.00,48.00,206,210,254,254
873,1,135.78,134.90,152.83,160.63,59.00,48.00,204,207,251,251
874,1,137.53,137.46,152.90,160.19,59.00,48.00,201,204,248,249
875,1,141.63,140.26,153.16,158.86,59.00,49.00,197,201,245,246
876,1,144.26,143.16,155.60,159.05,59.00,49.00,194,197,243,243
877,1,147.06,146.31,157.69,159.44,59.00,50.00,189,192,239,240
878,1,149.20,148.36,157.14,158.88,60.00,50.00,184,186,237,238
879,1,152.72,150.04,155.73,159.01,60.00,50.00,179,181,235,235
880,1,155.34,151.44,154.25,159.50,60.00,50.00,175,176,232,232
881,1,158.25,154.82,153.09,158.79,60.00,49.00,169,171,229,229
882,1,159.90,156.42,152.72,159.50,60.00,49.00,166,167,227,227
883,1,161.68,157.99,152.13,160.49,60.00,49.00,163,164,225,225
884,0,163.49,160.40,152.21,160.63,60.00,49.00,159,161,222,223
885,0,166.41,164.50,152.15,160.86,59.00,50.00,155,158,221,221
886,0,168.85,167.36,152.86,160.35,59.00,50.00,152,154,219,220
887,0,171.22,169.48,153.38,159.92,59.00,50.00,150,151,217,218
888,0,172.80,170.68,154.96,159.69,59.00,50.00,148,149,217,218
889,0,173.80,172.60,156.67,159.50,58.00,50.00,145,148,216,217
890,0,174.75,174.23,158.05,159.36,57.00,50.00,145,147,215,216
891,0,174.94,175.59,159.86,159.27,57.00,51.00,144,146,215,216
892,0,175.83,176.59,160.49,159.17,57.00,50.00,144,146,214,215
893,0,176.21,176.82,160.84,160.25,57.00,51.00,144,146,214,214
894,0,176.02,177.15,161.42,160.79,56.00,51.00,145,146,215,215
895,0,175.95,177.21,160.91,161.85,56.00,51.00,145,146,215,215
896,0,176.25,177.40,160.91,162.64,56.00,51.00,145,146,215,215
897,0,176.47,177.39,160.89,162.95,57.00,51.00,146,146,215,215
898,0,176.87,177.44,160.90,162.83,57.00,50.00,146,146,215,215
899,0,177.17,177.45,161.09,162.75,57.00,51.00,146,146,214,215
900,0,177.49,177.41,160.94,162.54,57.00,51.00,146,146,214,215
901,0,177.74,177.53,160.55,162.32,58.00,51.00,146,146,214,215
902,0,177.88,177.65,160.40,161.95,58.00,51.00,146,146,214,214
903,0,178.08,177.95,159.98,161.60,58.00,51.00,146,146,214,214
904,0,178.41,177.96,159.46,161.35,57.00,51.00,146,146,214,215
905,0,178.66,177.98,159.16,161.03,57.00,51.00,146,146,214,215
906,0,178.81,178.04,158.89,160.66,57.00,51.00,146,146,214,215
907,0,179.02,178.09,158.71,160.67,57.00,51.00,146,146,214,215
908,0,179.10,178.04,158.64,161.22,57.00,51.00,146,146,214,215
909,0,179.43,178.02,158.40,161.69,57.00,51.00,146,146,214,215
